Location,Count Date,Day,24 Hr. Total Vol.,location1
VIA CAMPO W/O HILLVIEW AVENUE,03/26/2016 12:00:00 AM,Sat,441,"VIA CAMPO W/O HILLVIEW AVENUE, california"
GRAND AVENUE S/O ARROW HIGHWAY,03/26/2016 12:00:00 AM,Sat,21880,"GRAND AVENUE S/O ARROW HIGHWAY, california"
GRAND AVENUE N/O EDNA PLACE,03/26/2016 12:00:00 AM,Sat,26746,"GRAND AVENUE N/O EDNA PLACE, california"
VIA CAMPO W/O HILLVIEW AVENUE,03/27/2016 12:00:00 AM,Sun,319,"VIA CAMPO W/O HILLVIEW AVENUE, california"
GRAND AVENUE S/O ARROW HIGHWAY,03/27/2016 12:00:00 AM,Sun,17416,"GRAND AVENUE S/O ARROW HIGHWAY, california"
GRAND AVENUE N/O EDNA PLACE,03/27/2016 12:00:00 AM,Sun,20957,"GRAND AVENUE N/O EDNA PLACE, california"
CALAVERAS STREET W/O OLIVERAS AVENUE,03/28/2016 12:00:00 AM,Mon,1781,"CALAVERAS STREET W/O OLIVERAS AVENUE, california"
CALAVERAS STREET W/O SANTA ANITA AVENUE,03/28/2016 12:00:00 AM,Mon,1806,"CALAVERAS STREET W/O SANTA ANITA AVENUE, california"
BRIGGS AVENUE S/O PANORAMA DRIVE,03/28/2016 12:00:00 AM,Mon,5298,"BRIGGS AVENUE S/O PANORAMA DRIVE, california"
MONTROSE AVENUE E/O OCEAN VIEW BOULEVARD,03/28/2016 12:00:00 AM,Mon,13027,"MONTROSE AVENUE E/O OCEAN VIEW BOULEVARD, california"
VICTORIA LANE E/O PUGET WAY,03/29/2016 12:00:00 AM,Tue,92,"VICTORIA LANE E/O PUGET WAY, california"
VICTORIA LANE W/O PUGET WAY,03/29/2016 12:00:00 AM,Tue,470,"VICTORIA LANE W/O PUGET WAY, california"
AVENUE M-4 E/O 50TH STREET WEST,03/29/2016 12:00:00 AM,Tue,852,"AVENUE M-4 E/O 50TH STREET WEST, california"
CALAVERAS STREET W/O OLIVERAS AVENUE,03/29/2016 12:00:00 AM,Tue,1887,"CALAVERAS STREET W/O OLIVERAS AVENUE, california"
CALAVERAS STREET W/O SANTA ANITA AVENUE,03/29/2016 12:00:00 AM,Tue,1929,"CALAVERAS STREET W/O SANTA ANITA AVENUE, california"
BOUQUET CANYON ROAD N/O MM 1.96,03/29/2016 12:00:00 AM,Tue,2358,"BOUQUET CANYON ROAD N/O MM 1.96, california"
AVENUE L-8 W/O 47TH STREET WEST,03/29/2016 12:00:00 AM,Tue,3169,"AVENUE L-8 W/O 47TH STREET WEST, california"
BRIGGS AVENUE S/O PANORAMA DRIVE,03/29/2016 12:00:00 AM,Tue,5618,"BRIGGS AVENUE S/O PANORAMA DRIVE, california"
MONTROSE AVENUE E/O OCEAN VIEW BOULEVARD,03/29/2016 12:00:00 AM,Tue,13950,"MONTROSE AVENUE E/O OCEAN VIEW BOULEVARD, california"
VICTORIA LANE E/O PUGET WAY,03/30/2016 12:00:00 AM,Wed,103,"VICTORIA LANE E/O PUGET WAY, california"
VICTORIA LANE W/O PUGET WAY,03/30/2016 12:00:00 AM,Wed,458,"VICTORIA LANE W/O PUGET WAY, california"
AVENUE M-4 E/O 50TH STREET WEST,03/30/2016 12:00:00 AM,Wed,953,"AVENUE M-4 E/O 50TH STREET WEST, california"
CALAVERAS STREET W/O OLIVERAS AVENUE,03/30/2016 12:00:00 AM,Wed,1968,"CALAVERAS STREET W/O OLIVERAS AVENUE, california"
CALAVERAS STREET W/O SANTA ANITA AVENUE,03/30/2016 12:00:00 AM,Wed,1991,"CALAVERAS STREET W/O SANTA ANITA AVENUE, california"
BOUQUET CANYON ROAD N/O MM 1.96,03/30/2016 12:00:00 AM,Wed,2414,"BOUQUET CANYON ROAD N/O MM 1.96, california"
AVENUE L-8 W/O 47TH STREET WEST,03/30/2016 12:00:00 AM,Wed,3099,"AVENUE L-8 W/O 47TH STREET WEST, california"
106TH STREET W/O FELTON AVENUE,03/31/2016 12:00:00 AM,Thu,315,"106TH STREET W/O FELTON AVENUE, california"
109TH STREET W/O BUFORD AVENUE,03/31/2016 12:00:00 AM,Thu,376,"109TH STREET W/O BUFORD AVENUE, california"
122ND STREET E/O GRANDEE AVENUE,03/31/2016 12:00:00 AM,Thu,387,"122ND STREET E/O GRANDEE AVENUE, california"
110TH STREET W/O BUFORD AVENUE,03/31/2016 12:00:00 AM,Thu,416,"110TH STREET W/O BUFORD AVENUE, california"
122ND STREET E/O DEFIANCE AVENUE,03/31/2016 12:00:00 AM,Thu,420,"122ND STREET E/O DEFIANCE AVENUE, california"
LANNING DRIVE W/O MARYKNOLL AVENUE,03/31/2016 12:00:00 AM,Thu,472,"LANNING DRIVE W/O MARYKNOLL AVENUE, california"
121ST STREET W/O MCKINLEY AVENUE,03/31/2016 12:00:00 AM,Thu,504,"121ST STREET W/O MCKINLEY AVENUE, california"
TOWNE AVENUE S/O 129TH STREET,03/31/2016 12:00:00 AM,Thu,618,"TOWNE AVENUE S/O 129TH STREET, california"
111TH PLACE W/O BUFORD AVENUE,03/31/2016 12:00:00 AM,Thu,707,"111TH PLACE W/O BUFORD AVENUE, california"
129TH STREET W/O TOWNE AVENUE,03/31/2016 12:00:00 AM,Thu,720,"129TH STREET W/O TOWNE AVENUE, california"
LANNING DRIVE E/O FIREBIRD AVENUE,03/31/2016 12:00:00 AM,Thu,724,"LANNING DRIVE E/O FIREBIRD AVENUE, california"
97TH STREET W/O BUDLONG AVENUE,03/31/2016 12:00:00 AM,Thu,772,"97TH STREET W/O BUDLONG AVENUE, california"
104TH STREET E/O REDFERN AVENUE,03/31/2016 12:00:00 AM,Thu,860,"104TH STREET E/O REDFERN AVENUE, california"
129TH STREET W/O AVALON BOULEVARD,03/31/2016 12:00:00 AM,Thu,890,"129TH STREET W/O AVALON BOULEVARD, california"
99TH STREET E/O NORMANDIE AVENUE,03/31/2016 12:00:00 AM,Thu,1101,"99TH STREET E/O NORMANDIE AVENUE, california"
HOBART BOULEVARD N/O 113TH STREET,03/31/2016 12:00:00 AM,Thu,1267,"HOBART BOULEVARD N/O 113TH STREET, california"
BUFORD AVENUE N/O 111TH STREET,03/31/2016 12:00:00 AM,Thu,1540,"BUFORD AVENUE N/O 111TH STREET, california"
CALAVERAS STREET W/O OLIVERAS AVENUE,03/31/2016 12:00:00 AM,Thu,1627,"CALAVERAS STREET W/O OLIVERAS AVENUE, california"
CALAVERAS STREET W/O SANTA ANITA AVENUE,03/31/2016 12:00:00 AM,Thu,1665,"CALAVERAS STREET W/O SANTA ANITA AVENUE, california"
FELTON AVENUE S/O 104TH STREET,03/31/2016 12:00:00 AM,Thu,1808,"FELTON AVENUE S/O 104TH STREET, california"
LENNOX BOULEVARD E/O FELTON AVENUE,03/31/2016 12:00:00 AM,Thu,8171,"LENNOX BOULEVARD E/O FELTON AVENUE, california"
GOLDEN VALLEY ROAD E/O HOLLY DRIVE,03/31/2016 12:00:00 AM,Thu,10261,"GOLDEN VALLEY ROAD E/O HOLLY DRIVE, california"
GOLDEN VALLEY ROAD E/O CHERYL LANE,03/31/2016 12:00:00 AM,Thu,10605,"GOLDEN VALLEY ROAD E/O CHERYL LANE, california"
GOLDEN VALLEY ROAD E/O SAMANTHA COURT,03/31/2016 12:00:00 AM,Thu,10610,"GOLDEN VALLEY ROAD E/O SAMANTHA COURT, california"
CALAVERAS STREET W/O OLIVERAS AVENUE,04/01/2016 12:00:00 AM,Fri,2235,"CALAVERAS STREET W/O OLIVERAS AVENUE, california"
CALAVERAS STREET W/O SANTA ANITA AVENUE,04/01/2016 12:00:00 AM,Fri,2289,"CALAVERAS STREET W/O SANTA ANITA AVENUE, california"
GOLDEN VALLEY ROAD E/O HOLLY DRIVE,04/01/2016 12:00:00 AM,Fri,10483,"GOLDEN VALLEY ROAD E/O HOLLY DRIVE, california"
GOLDEN VALLEY ROAD E/O CHERYL LANE,04/01/2016 12:00:00 AM,Fri,10751,"GOLDEN VALLEY ROAD E/O CHERYL LANE, california"
GOLDEN VALLEY ROAD E/O SAMANTHA COURT,04/01/2016 12:00:00 AM,Fri,10764,"GOLDEN VALLEY ROAD E/O SAMANTHA COURT, california"
CALAVERAS STREET W/O OLIVERAS AVENUE,04/02/2016 12:00:00 AM,Sat,1616,"CALAVERAS STREET W/O OLIVERAS AVENUE, california"
CALAVERAS STREET W/O SANTA ANITA AVENUE,04/02/2016 12:00:00 AM,Sat,1637,"CALAVERAS STREET W/O SANTA ANITA AVENUE, california"
GOLDEN VALLEY ROAD E/O HOLLY DRIVE,04/02/2016 12:00:00 AM,Sat,8611,"GOLDEN VALLEY ROAD E/O HOLLY DRIVE, california"
GOLDEN VALLEY ROAD E/O CHERYL LANE,04/02/2016 12:00:00 AM,Sat,8783,"GOLDEN VALLEY ROAD E/O CHERYL LANE, california"
GOLDEN VALLEY ROAD E/O SAMANTHA COURT,04/02/2016 12:00:00 AM,Sat,8822,"GOLDEN VALLEY ROAD E/O SAMANTHA COURT, california"
CALAVERAS STREET W/O OLIVERAS AVENUE,04/03/2016 12:00:00 AM,Sun,1227,"CALAVERAS STREET W/O OLIVERAS AVENUE, california"
CALAVERAS STREET W/O SANTA ANITA AVENUE,04/03/2016 12:00:00 AM,Sun,1249,"CALAVERAS STREET W/O SANTA ANITA AVENUE, california"
GOLDEN VALLEY ROAD E/O HOLLY DRIVE,04/03/2016 12:00:00 AM,Sun,7146,"GOLDEN VALLEY ROAD E/O HOLLY DRIVE, california"
GOLDEN VALLEY ROAD E/O SAMANTHA COURT,04/03/2016 12:00:00 AM,Sun,7266,"GOLDEN VALLEY ROAD E/O SAMANTHA COURT, california"
GOLDEN VALLEY ROAD E/O CHERYL LANE,04/03/2016 12:00:00 AM,Sun,7356,"GOLDEN VALLEY ROAD E/O CHERYL LANE, california"
CALAVERAS STREET W/O OLIVERAS AVENUE,04/04/2016 12:00:00 AM,Mon,2057,"CALAVERAS STREET W/O OLIVERAS AVENUE, california"
BINNEY STREET E/O GLENELDER AVENUE,04/05/2016 12:00:00 AM,Tue,381,"BINNEY STREET E/O GLENELDER AVENUE, california"
SAGECREST CIRCLE W/O CORIANDER COURT,04/05/2016 12:00:00 AM,Tue,437,"SAGECREST CIRCLE W/O CORIANDER COURT, california"
SAGECREST CIRCLE W/O CHICORY COURT,04/05/2016 12:00:00 AM,Tue,465,"SAGECREST CIRCLE W/O CHICORY COURT, california"
SAGECREST CIRCLE W/O BRACKEN LANE,04/05/2016 12:00:00 AM,Tue,475,"SAGECREST CIRCLE W/O BRACKEN LANE, california"
BINNEY STREET W/O BARFORD AVENUE,04/05/2016 12:00:00 AM,Tue,567,"BINNEY STREET W/O BARFORD AVENUE, california"
FIELDGATE AVENUE S/O SHADYBEND DRIVE,04/05/2016 12:00:00 AM,Tue,581,"FIELDGATE AVENUE S/O SHADYBEND DRIVE, california"
FAIRFIELD STREET E/O SERVER AVENUE,04/05/2016 12:00:00 AM,Tue,605,"FAIRFIELD STREET E/O SERVER AVENUE, california"
CHARLEMONT AVENUE S/O DENLEY STREET,04/05/2016 12:00:00 AM,Tue,699,"CHARLEMONT AVENUE S/O DENLEY STREET, california"
KAVENAGH LANE W/O CARROLL LANE,04/05/2016 12:00:00 AM,Tue,820,"KAVENAGH LANE W/O CARROLL LANE, california"
KAVENAGH LANE W/O CARROLL LANE,04/05/2016 12:00:00 AM,Tue,820,"KAVENAGH LANE W/O CARROLL LANE, california"
MANHATTAN PLACE S/O THOREAU STREET,04/05/2016 12:00:00 AM,Tue,882,"MANHATTAN PLACE S/O THOREAU STREET, california"
SAGECREST CIRCLE W/O SARGASSO COURT,04/05/2016 12:00:00 AM,Tue,1009,"SAGECREST CIRCLE W/O SARGASSO COURT, california"
SAGECREST CIRCLE W/O HAZELCREST LANE,04/05/2016 12:00:00 AM,Tue,1302,"SAGECREST CIRCLE W/O HAZELCREST LANE, california"
DELTA STREET S/O BROADWAY,04/05/2016 12:00:00 AM,Tue,1367,"DELTA STREET S/O BROADWAY, california"
CALAVERAS STREET W/O OLIVERAS AVENUE,04/05/2016 12:00:00 AM,Tue,2023,"CALAVERAS STREET W/O OLIVERAS AVENUE, california"
KAVENAGH LANE W/O SINGER PLACE,04/05/2016 12:00:00 AM,Tue,2311,"KAVENAGH LANE W/O SINGER PLACE, california"
KAVENAGH LANE W/O SINGER PLACE,04/05/2016 12:00:00 AM,Tue,2311,"KAVENAGH LANE W/O SINGER PLACE, california"
ROUSSEAU LANE W/O PASCAL PLACE,04/05/2016 12:00:00 AM,Tue,2368,"ROUSSEAU LANE W/O PASCAL PLACE, california"
MANHATTAN PLACE S/O LOHENGRIN STREET,04/05/2016 12:00:00 AM,Tue,3480,"MANHATTAN PLACE S/O LOHENGRIN STREET, california"
KAVENAGH LANE E/O OHARA LANE,04/05/2016 12:00:00 AM,Tue,3495,"KAVENAGH LANE E/O OHARA LANE, california"
KAVENAGH LANE E/O OHARA LANE,04/05/2016 12:00:00 AM,Tue,3495,"KAVENAGH LANE E/O OHARA LANE, california"
111TH STREET E/O LARCH AVENUE,04/05/2016 12:00:00 AM,Tue,3846,"111TH STREET E/O LARCH AVENUE, california"
LA MIRADA BOULEVARD S/O COLIMA ROAD,04/05/2016 12:00:00 AM,Tue,15271,"LA MIRADA BOULEVARD S/O COLIMA ROAD, california"
LA MIRADA BOULEVARD S/O MULBERRY DRIVE,04/05/2016 12:00:00 AM,Tue,22295,"LA MIRADA BOULEVARD S/O MULBERRY DRIVE, california"
LA MIRADA BOULEVARD N/O LEFFINGWELL ROAD,04/05/2016 12:00:00 AM,Tue,22357,"LA MIRADA BOULEVARD N/O LEFFINGWELL ROAD, california"
AMAR ROAD E/O SUNSET AVENUE,04/05/2016 12:00:00 AM,Tue,27223,"AMAR ROAD E/O SUNSET AVENUE, california"
ALAMEDA STREET N/O 115TH STREET,04/05/2016 12:00:00 AM,Tue,29103,"ALAMEDA STREET N/O 115TH STREET, california"
ALAMEDA STREET N/O 115TH STREET,04/05/2016 12:00:00 AM,Tue,29103,"ALAMEDA STREET N/O 115TH STREET, california"
SAGECREST CIRCLE W/O CORIANDER COURT,04/06/2016 12:00:00 AM,Wed,404,"SAGECREST CIRCLE W/O CORIANDER COURT, california"
SAGECREST CIRCLE W/O BRACKEN LANE,04/06/2016 12:00:00 AM,Wed,423,"SAGECREST CIRCLE W/O BRACKEN LANE, california"
SAGECREST CIRCLE W/O CHICORY COURT,04/06/2016 12:00:00 AM,Wed,472,"SAGECREST CIRCLE W/O CHICORY COURT, california"
KAYDEL DRIVE N/O MARDEL AVENUE,04/06/2016 12:00:00 AM,Wed,526,"KAYDEL DRIVE N/O MARDEL AVENUE, california"
WESTSIDE DRIVE S/O OLYMPIC BOULEVARD,04/06/2016 12:00:00 AM,Wed,546,"WESTSIDE DRIVE S/O OLYMPIC BOULEVARD, california"
SAGECREST CIRCLE W/O SARGASSO COURT,04/06/2016 12:00:00 AM,Wed,965,"SAGECREST CIRCLE W/O SARGASSO COURT, california"
KAYDEL ROAD N/O KATHLEEN STREET,04/06/2016 12:00:00 AM,Wed,1001,"KAYDEL ROAD N/O KATHLEEN STREET, california"
SAGECREST CIRCLE W/O HAZELCREST LANE,04/06/2016 12:00:00 AM,Wed,1226,"SAGECREST CIRCLE W/O HAZELCREST LANE, california"
KATHLEEN STREET E/O KELLA AVENUE,04/06/2016 12:00:00 AM,Wed,1600,"KATHLEEN STREET E/O KELLA AVENUE, california"
CALAVERAS STREET W/O OLIVERAS AVENUE,04/06/2016 12:00:00 AM,Wed,2121,"CALAVERAS STREET W/O OLIVERAS AVENUE, california"
PUENTE AVENUE S/O SAUDER STREET,04/06/2016 12:00:00 AM,Wed,17602,"PUENTE AVENUE S/O SAUDER STREET, california"
ALAMEDA STREET N/O 110TH STREET (E),04/06/2016 12:00:00 AM,Wed,29044,"ALAMEDA STREET N/O 110TH STREET (E), california"
RICHFORD AVENUE N/O JEANNIE DRIVE,04/07/2016 12:00:00 AM,Thu,364,"RICHFORD AVENUE N/O JEANNIE DRIVE, california"
CALORA STREET W/O BANNA AVENUE,04/07/2016 12:00:00 AM,Thu,427,"CALORA STREET W/O BANNA AVENUE, california"
BUDLONG AVENUE Volume DESFORD STREET,04/07/2016 12:00:00 AM,Thu,660,"BUDLONG AVENUE Volume DESFORD STREET, california"
BANNA AVENUE N/O CALORA STREET,04/07/2016 12:00:00 AM,Thu,708,"BANNA AVENUE N/O CALORA STREET, california"
BANNA AVENUE S/O CALORA STREET,04/07/2016 12:00:00 AM,Thu,749,"BANNA AVENUE S/O CALORA STREET, california"
SAM GERRY DRIVE W/O RIMGROVE DRIVE,04/07/2016 12:00:00 AM,Thu,896,"SAM GERRY DRIVE W/O RIMGROVE DRIVE, california"
PAULHAN STREET W/O DOMINGUEZ HILLS DRIVE,04/07/2016 12:00:00 AM,Thu,1497,"PAULHAN STREET W/O DOMINGUEZ HILLS DRIVE, california"
DOMINGUEZ HILLS DRIVE N/O PAULHAN STREET,04/07/2016 12:00:00 AM,Thu,1597,"DOMINGUEZ HILLS DRIVE N/O PAULHAN STREET, california"
ARMSTEAD STREET W/O GALANTO AVENUE,04/07/2016 12:00:00 AM,Thu,1912,"ARMSTEAD STREET W/O GALANTO AVENUE, california"
CALAVERAS STREET W/O OLIVERAS AVENUE,04/07/2016 12:00:00 AM,Thu,2156,"CALAVERAS STREET W/O OLIVERAS AVENUE, california"
BUDLONG AVENUE Volume DESFORD STREET,04/08/2016 12:00:00 AM,Fri,756,"BUDLONG AVENUE Volume DESFORD STREET, california"
PAULHAN STREET W/O DOMINGUEZ HILLS DRIVE,04/08/2016 12:00:00 AM,Fri,1514,"PAULHAN STREET W/O DOMINGUEZ HILLS DRIVE, california"
DOMINGUEZ HILLS DRIVE N/O PAULHAN STREET,04/08/2016 12:00:00 AM,Fri,1625,"DOMINGUEZ HILLS DRIVE N/O PAULHAN STREET, california"
CALAVERAS STREET W/O OLIVERAS AVENUE,04/08/2016 12:00:00 AM,Fri,2272,"CALAVERAS STREET W/O OLIVERAS AVENUE, california"
BUDLONG AVENUE Volume DESFORD STREET,04/09/2016 12:00:00 AM,Sat,568,"BUDLONG AVENUE Volume DESFORD STREET, california"
DOMINGUEZ HILLS DRIVE N/O PAULHAN STREET,04/09/2016 12:00:00 AM,Sat,632,"DOMINGUEZ HILLS DRIVE N/O PAULHAN STREET, california"
PAULHAN STREET W/O DOMINGUEZ HILLS DRIVE,04/09/2016 12:00:00 AM,Sat,712,"PAULHAN STREET W/O DOMINGUEZ HILLS DRIVE, california"
CALAVERAS STREET W/O OLIVERAS AVENUE,04/09/2016 12:00:00 AM,Sat,1485,"CALAVERAS STREET W/O OLIVERAS AVENUE, california"
BUDLONG AVENUE Volume DESFORD STREET,04/10/2016 12:00:00 AM,Sun,457,"BUDLONG AVENUE Volume DESFORD STREET, california"
DOMINGUEZ HILLS DRIVE N/O PAULHAN STREET,04/10/2016 12:00:00 AM,Sun,728,"DOMINGUEZ HILLS DRIVE N/O PAULHAN STREET, california"
PAULHAN STREET W/O DOMINGUEZ HILLS DRIVE,04/10/2016 12:00:00 AM,Sun,749,"PAULHAN STREET W/O DOMINGUEZ HILLS DRIVE, california"
CALAVERAS STREET W/O OLIVERAS AVENUE,04/10/2016 12:00:00 AM,Sun,1174,"CALAVERAS STREET W/O OLIVERAS AVENUE, california"
MADISON AVENUE N/O WOODBURY ROAD,04/12/2016 12:00:00 AM,Tue,335,"MADISON AVENUE N/O WOODBURY ROAD, california"
WAPELLO STREET W/O MARENGO AVENUE,04/12/2016 12:00:00 AM,Tue,838,"WAPELLO STREET W/O MARENGO AVENUE, california"
PALM STREET W/O THURIN AVENUE,04/12/2016 12:00:00 AM,Tue,904,"PALM STREET W/O THURIN AVENUE, california"
LARCH AVENUE N/O 111TH STREET,04/12/2016 12:00:00 AM,Tue,1173,"LARCH AVENUE N/O 111TH STREET, california"
REDFERN AVENUE S/O LENNOX BOULEVARD (S),04/12/2016 12:00:00 AM,Tue,1247,"REDFERN AVENUE S/O LENNOX BOULEVARD (S), california"
FREEMAN AVENUE N/O 111TH STREET,04/12/2016 12:00:00 AM,Tue,1808,"FREEMAN AVENUE N/O 111TH STREET, california"
FIGUEROA DRIVE E/O WINDSOR AVENUE,04/12/2016 12:00:00 AM,Tue,2527,"FIGUEROA DRIVE E/O WINDSOR AVENUE, california"
LA CRESCENTA AVENUE S/O FRANCES AVENUE,04/12/2016 12:00:00 AM,Tue,2668,"LA CRESCENTA AVENUE S/O FRANCES AVENUE, california"
LA CRESCENTA AVENUE N/O EL CAMINITO,04/12/2016 12:00:00 AM,Tue,4511,"LA CRESCENTA AVENUE N/O EL CAMINITO, california"
BRIGGS AVENUE S/O LOS AMIGOS STREET,04/12/2016 12:00:00 AM,Tue,5958,"BRIGGS AVENUE S/O LOS AMIGOS STREET, california"
WOODBURY ROAD E/O CASITAS AVENUE,04/12/2016 12:00:00 AM,Tue,17432,"WOODBURY ROAD E/O CASITAS AVENUE, california"
RAYMOND LANE S/O SACRAMENTO STREET,04/13/2016 12:00:00 AM,Wed,265,"RAYMOND LANE S/O SACRAMENTO STREET, california"
MOUNT CURVE AVENUE E/O LAKE AVENUE,04/13/2016 12:00:00 AM,Wed,267,"MOUNT CURVE AVENUE E/O LAKE AVENUE, california"
MAIDEN LANE W/O MOUNT LOWE DRIVE,04/13/2016 12:00:00 AM,Wed,314,"MAIDEN LANE W/O MOUNT LOWE DRIVE, california"
PORTER AVENUE S/O ALTADENA DRIVE,04/13/2016 12:00:00 AM,Wed,378,"PORTER AVENUE S/O ALTADENA DRIVE, california"
MARIPOSA STREET W/O MAIDEN LANE,04/13/2016 12:00:00 AM,Wed,702,"MARIPOSA STREET W/O MAIDEN LANE, california"
MAIDEN LANE W/O DOLORES DRIVE (W),04/13/2016 12:00:00 AM,Wed,1393,"MAIDEN LANE W/O DOLORES DRIVE (W), california"
PALM AVENUE W/O RIDLEY AVENUE,04/14/2016 12:00:00 AM,Thu,4837,"PALM AVENUE W/O RIDLEY AVENUE, california"
PALM AVENUE W/O RIDLEY AVENUE,04/15/2016 12:00:00 AM,Fri,4961,"PALM AVENUE W/O RIDLEY AVENUE, california"
PALM AVENUE W/O RIDLEY AVENUE,04/16/2016 12:00:00 AM,Sat,3532,"PALM AVENUE W/O RIDLEY AVENUE, california"
PALM AVENUE W/O RIDLEY AVENUE,04/17/2016 12:00:00 AM,Sun,3508,"PALM AVENUE W/O RIDLEY AVENUE, california"
PALM AVENUE W/O RIDLEY AVENUE,04/18/2016 12:00:00 AM,Mon,4741,"PALM AVENUE W/O RIDLEY AVENUE, california"
PROSPECT AVENUE E/O PENNSYLVANIA AVENUE (N),04/19/2016 12:00:00 AM,Tue,386,"PROSPECT AVENUE E/O PENNSYLVANIA AVENUE (N), california"
BRIGGS AVENUE S/O PROSPECT AVENUE,04/19/2016 12:00:00 AM,Tue,1698,"BRIGGS AVENUE S/O PROSPECT AVENUE, california"
MONTROSE AVENUE W/O BRIGGS AVENUE,04/19/2016 12:00:00 AM,Tue,8637,"MONTROSE AVENUE W/O BRIGGS AVENUE, california"
MONTROSE AVENUE W/O MIRA VISTA AVENUE,04/19/2016 12:00:00 AM,Tue,11663,"MONTROSE AVENUE W/O MIRA VISTA AVENUE, california"
FOOTHILL BOULEVARD E/O CLOUD AVENUE,04/19/2016 12:00:00 AM,Tue,24918,"FOOTHILL BOULEVARD E/O CLOUD AVENUE, california"
CALAVERAS STREET E/O FAIR OAKS AVENUE,04/20/2016 12:00:00 AM,Wed,2053,"CALAVERAS STREET E/O FAIR OAKS AVENUE, california"
OCEAN VIEW BOULEVARD S/O MONTROSE AVENUE,04/20/2016 12:00:00 AM,Wed,12891,"OCEAN VIEW BOULEVARD S/O MONTROSE AVENUE, california"
FAIR OAKS AVENUE S/O CALAVERAS STREET,04/20/2016 12:00:00 AM,Wed,13359,"FAIR OAKS AVENUE S/O CALAVERAS STREET, california"
FAIR OAKS AVENUE N/O CALAVERAS STREET,04/20/2016 12:00:00 AM,Wed,13719,"FAIR OAKS AVENUE N/O CALAVERAS STREET, california"
OCEAN VIEW BOULEVARD S/O BARTON LANE (1),04/20/2016 12:00:00 AM,Wed,17617,"OCEAN VIEW BOULEVARD S/O BARTON LANE (1), california"
HUMPHREYS AVENUE N/O 4TH STREET,04/21/2016 12:00:00 AM,Thu,2731,"HUMPHREYS AVENUE N/O 4TH STREET, california"
LOS ROBLES AVENUE W/O RIDLEY AVENUE,04/21/2016 12:00:00 AM,Thu,5136,"LOS ROBLES AVENUE W/O RIDLEY AVENUE, california"
LOS ROBLES AVENUE W/O 9TH AVENUE,04/21/2016 12:00:00 AM,Thu,5500,"LOS ROBLES AVENUE W/O 9TH AVENUE, california"
LOS ROBLES AVENUE W/O JANLU AVENUE,04/21/2016 12:00:00 AM,Thu,8499,"LOS ROBLES AVENUE W/O JANLU AVENUE, california"
LOS ROBLES AVENUE W/O RIDLEY AVENUE,04/22/2016 12:00:00 AM,Fri,5410,"LOS ROBLES AVENUE W/O RIDLEY AVENUE, california"
LOS ROBLES AVENUE W/O 9TH AVENUE,04/22/2016 12:00:00 AM,Fri,5656,"LOS ROBLES AVENUE W/O 9TH AVENUE, california"
LOS ROBLES AVENUE W/O JANLU AVENUE,04/22/2016 12:00:00 AM,Fri,8704,"LOS ROBLES AVENUE W/O JANLU AVENUE, california"
LOS ROBLES AVENUE W/O RIDLEY AVENUE,04/23/2016 12:00:00 AM,Sat,3928,"LOS ROBLES AVENUE W/O RIDLEY AVENUE, california"
LOS ROBLES AVENUE W/O 9TH AVENUE,04/23/2016 12:00:00 AM,Sat,3933,"LOS ROBLES AVENUE W/O 9TH AVENUE, california"
LOS ROBLES AVENUE W/O JANLU AVENUE,04/23/2016 12:00:00 AM,Sat,5814,"LOS ROBLES AVENUE W/O JANLU AVENUE, california"
LOS ROBLES AVENUE W/O RIDLEY AVENUE,04/24/2016 12:00:00 AM,Sun,2958,"LOS ROBLES AVENUE W/O RIDLEY AVENUE, california"
LOS ROBLES AVENUE W/O 9TH AVENUE,04/24/2016 12:00:00 AM,Sun,2983,"LOS ROBLES AVENUE W/O 9TH AVENUE, california"
LOS ROBLES AVENUE W/O JANLU AVENUE,04/24/2016 12:00:00 AM,Sun,4515,"LOS ROBLES AVENUE W/O JANLU AVENUE, california"
SAN PASQUAL STREET E/O LOTUS AVENUE,04/28/2016 12:00:00 AM,Thu,1880,"SAN PASQUAL STREET E/O LOTUS AVENUE, california"
SAN PASQUAL STREET W/O LOTUS AVENUE,04/28/2016 12:00:00 AM,Thu,2022,"SAN PASQUAL STREET W/O LOTUS AVENUE, california"
FLORENCE AVENUE W/O SEVILLE AVENUE,04/28/2016 12:00:00 AM,Thu,28815,"FLORENCE AVENUE W/O SEVILLE AVENUE, california"
FLORENCE AVENUE W/O GRAHAM AVENUE,04/28/2016 12:00:00 AM,Thu,30105,"FLORENCE AVENUE W/O GRAHAM AVENUE, california"
FLORENCE AVENUE W/O HOLMES AVENUE,04/28/2016 12:00:00 AM,Thu,30183,"FLORENCE AVENUE W/O HOLMES AVENUE, california"
FLORENCE AVENUE W/O HOOPER AVENUE,04/28/2016 12:00:00 AM,Thu,33058,"FLORENCE AVENUE W/O HOOPER AVENUE, california"
FLORENCE AVENUE W/O CALIFORNIA AVENUE (W),04/28/2016 12:00:00 AM,Thu,36367,"FLORENCE AVENUE W/O CALIFORNIA AVENUE (W), california"
FLORENCE AVENUE W/O HOOPER AVENUE,04/29/2016 12:00:00 AM,Fri,36662,"FLORENCE AVENUE W/O HOOPER AVENUE, california"
FLORENCE AVENUE W/O CALIFORNIA AVENUE (W),04/29/2016 12:00:00 AM,Fri,39058,"FLORENCE AVENUE W/O CALIFORNIA AVENUE (W), california"
